id,fecha,mes,dia_semana,dia,hora,sala,vendedor,item,motivo,demografico,edad,probabilidad_negocio
3333,2016-03-19,03,Saturday,19,11:56,SATURNO,ARIADNA,ICARUS,WEBSITE 5.0,PAREJA,30-40,N/A
3356,2016-03-20,03,Sunday,20,13:32,SATURNO,CORA,DESTINY,VECINO DEL PLANETA,PAREJA,30-40,N/A
3360,2016-03-20,03,Sunday,20,16:11,SATURNO,ARIADNA,ATLANTIS,CLIENTE ANTIGUO,PAREJA,20-30,N/A
3354,2016-03-20,03,Sunday,20,12:33,SATURNO,ARIADNA,DESTINY,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3357,2016-03-20,03,Sunday,20,13:45,SATURNO,RONALD,DESTINY,MALL LUNAR,HOMBRE SOLO,30-40,N/A
3358,2016-03-20,03,Sunday,20,14:48,SATURNO,RONALD,DESTINY,MALL LUNAR,PAREJA,30-40,N/A
3369,2016-03-21,03,Monday,21,14:45,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,MUJER SOLA,30-40,N/A
3368,2016-03-21,03,Monday,21,14:03,SATURNO,ARIADNA,ATLANTIS,WEBSITE 5.0,GRUPO FAMILIAR,20-30,N/A
3366,2016-03-21,03,Monday,21,13:05,SATURNO,RONALD,SERENITY,MALL LUNAR,HOMBRE SOLO,20-30,N/A
3367,2016-03-21,03,Monday,21,13:13,SATURNO,RONALD,ORBIT JET,MALL LUNAR,HOMBRE SOLO,30-40,N/A
3380,2016-03-22,03,Tuesday,22,18:39,SATURNO,JORDAN,EAGLE,EVENTO CIAS GALAXIA,MUJER SOLA,20-30,N/A
3371,2016-03-22,03,Tuesday,22,10:06,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,PAREJA,30-40,N/A
3376,2016-03-22,03,Tuesday,22,15:36,SATURNO,LOUIS,ORION,VECINO DEL PLANETA,PAREJA,30-40,N/A
3381,2016-03-22,03,Tuesday,22,19:02,SATURNO,COLETTE,ATLANTIS,VECINO DEL PLANETA,PAREJA,40+,N/A
3391,2016-03-23,03,Wednesday,23,15:59,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,20-30,N/A
3392,2016-03-23,03,Wednesday,23,16:33,SATURNO,CORA,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3414,2016-03-26,03,Saturday,26,16:16,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,PAREJA,40+,N/A
3404,2016-03-26,03,Saturday,26,11:11,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,PAREJA,40+,N/A
3408,2016-03-26,03,Saturday,26,11:34,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,PAREJA,40+,N/A
3399,2016-03-26,03,Saturday,26,08:26,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3402,2016-03-26,03,Saturday,26,08:46,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,GRUPO FAMILIAR,30-40,N/A
3397,2016-03-26,03,Saturday,26,08:08,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3400,2016-03-26,03,Saturday,26,08:32,SATURNO,JORDAN,DESTINY,CYBER VOLANTES,MUJER SOLA,20-30,N/A
3398,2016-03-26,03,Saturday,26,08:18,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3401,2016-03-26,03,Saturday,26,08:38,SATURNO,JORDAN,DESTINY,CYBER VOLANTES,MUJER SOLA,30-40,N/A
3418,2016-03-26,03,Saturday,26,17:41,SATURNO,LOUIS,ICARUS,CYBER VOLANTES,PAREJA,20-30,N/A
3411,2016-03-26,03,Saturday,26,12:59,SATURNO,LOUIS,DESTINY,VECINO DEL PLANETA,PAREJA,40+,N/A
3413,2016-03-26,03,Saturday,26,13:47,SATURNO,SIMONA,ATLANTIS,VECINO DEL PLANETA,PAREJA,40+,N/A
3416,2016-03-26,03,Saturday,26,17:01,SATURNO,SIMONA,ANDROMEDA,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
3417,2016-03-26,03,Saturday,26,17:07,SATURNO,COLETTE,ATLANTIS,VECINO DEL PLANETA,GRUPO FAMILIAR,40+,N/A
3410,2016-03-26,03,Saturday,26,12:44,SATURNO,COLETTE,ATLANTIS,VECINO DEL PLANETA,GRUPO FAMILIAR,20-30,N/A
3424,2016-03-27,03,Sunday,27,14:20,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,PAREJA,40+,N/A
3419,2016-03-27,03,Sunday,27,11:31,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,GRUPO FAMILIAR,40+,N/A
3429,2016-03-27,03,Sunday,27,16:07,SATURNO,LOUIS,DESTINY,CLIENTE ANTIGUO,GRUPO FAMILIAR,30-40,N/A
3428,2016-03-27,03,Sunday,27,15:54,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,PAREJA,30-40,N/A
3421,2016-03-27,03,Sunday,27,11:47,SATURNO,SIMONA,ORBIT JET,VECINO DEL PLANETA,PAREJA,30-40,N/A
3431,2016-03-27,03,Sunday,27,16:23,SATURNO,COLETTE,ATLANTIS,VECINO DEL PLANETA,PAREJA,20-30,N/A
3459,2016-03-28,03,Monday,28,18:32,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,PAREJA,30-40,N/A
3450,2016-03-28,03,Monday,28,11:37,SATURNO,CORA,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
3452,2016-03-28,03,Monday,28,15:04,SATURNO,CORA,DESTINY,VECINO DEL PLANETA,GRUPO FAMILIAR,20-30,N/A
3432,2016-03-28,03,Monday,28,06:13,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3435,2016-03-28,03,Monday,28,06:37,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,MUJER SOLA,30-40,N/A
3433,2016-03-28,03,Monday,28,06:22,SATURNO,JORDAN,DESTINY,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3436,2016-03-28,03,Monday,28,06:45,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,GRUPO FAMILIAR,40+,N/A
3434,2016-03-28,03,Monday,28,06:28,SATURNO,JORDAN,ORION,CYBER VOLANTES,PAREJA,30-40,N/A
3454,2016-03-28,03,Monday,28,15:49,SATURNO,LOUIS,DESTINY,VALLA INTERGALACTICA,MUJER SOLA,30-40,N/A
3444,2016-03-28,03,Monday,28,10:05,SATURNO,LOUIS,ICARUS,PASA POR PLANETA-NO VECINO,HOMBRE SOLO,20-30,N/A
3438,2016-03-28,03,Monday,28,09:12,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,PAREJA,30-40,N/A
3453,2016-03-28,03,Monday,28,15:14,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3439,2016-03-28,03,Monday,28,09:30,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,PAREJA,30-40,N/A
3447,2016-03-28,03,Monday,28,10:37,SATURNO,COLETTE,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,20-30,N/A
3464,2016-03-29,03,Tuesday,29,11:49,SATURNO,CORA,ANDROMEDA,VECINO DEL PLANETA,PAREJA,30-40,N/A
3462,2016-03-29,03,Tuesday,29,10:15,SATURNO,RONALD,ICARUS,CONTACTO VIRTUAL,MUJER SOLA,20-30,N/A
3461,2016-03-29,03,Tuesday,29,07:43,SATURNO,COLETTE,DESTINY,WEBSITE 5.0,GRUPO FAMILIAR,40+,N/A
3481,2016-03-30,03,Wednesday,30,12:21,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,PAREJA,40+,N/A
3499,2016-03-31,03,Thursday,31,11:32,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,PAREJA,40+,N/A
3502,2016-03-31,03,Thursday,31,12:11,SATURNO,CORA,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
3487,2016-03-31,03,Thursday,31,08:46,SATURNO,LOUIS,FALCON,ATOMIC TV,HOMBRE SOLO,30-40,N/A
3507,2016-03-31,03,Thursday,31,16:48,SATURNO,SIMONA,EAGLE,VECINO DEL PLANETA,PAREJA,30-40,N/A
3504,2016-03-31,03,Thursday,31,15:22,SATURNO,RONALD,EAGLE,EVENTO CIAS GALAXIA,HOMBRE SOLO,40+,N/A
3509,2016-03-31,03,Thursday,31,18:08,SATURNO,RONALD,EAGLE,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3513,2016-04-01,04,Friday,01,12:05,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,PAREJA,30-40,N/A
3518,2016-04-02,04,Saturday,02,12:42,SATURNO,CORA,FALCON,PRENSA ESPACIAL,HOMBRE SOLO,40+,N/A
3515,2016-04-02,04,Saturday,02,10:05,SATURNO,JORDAN,DESTINY,CYBER VOLANTES,GRUPO FAMILIAR,30-40,N/A
3517,2016-04-02,04,Saturday,02,12:34,SATURNO,JORDAN,FALCON,CYBER VOLANTES,GRUPO FAMILIAR,40+,N/A
3525,2016-04-02,04,Saturday,02,17:09,SATURNO,RONALD,ORBIT JET,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
3537,2016-04-03,04,Sunday,03,13:39,SATURNO,CORA,FALCON,VECINO DEL PLANETA,PAREJA,30-40,N/A
3543,2016-04-03,04,Sunday,03,15:46,SATURNO,CORA,ICARUS,OTRAS REDES SOCIALES,MUJER SOLA,30-40,N/A
3546,2016-04-04,04,Monday,04,12:07,SATURNO,RONALD,ICARUS,MALL LUNAR,PAREJA,30-40,N/A
3545,2016-04-04,04,Monday,04,10:23,SATURNO,RONALD,ORBIT JET,CLIENTE ANTIGUO,PAREJA,30-40,N/A
3562,2016-04-05,04,Tuesday,05,16:08,SATURNO,CORA,DESTINY,VECINO DEL PLANETA,GRUPO FAMILIAR,40+,N/A
3556,2016-04-05,04,Tuesday,05,11:08,SATURNO,CORA,DESTINY,VECINO DEL PLANETA,PAREJA,40+,N/A
3573,2016-04-05,04,Tuesday,05,18:46,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,PAREJA,40+,N/A
3558,2016-04-05,04,Tuesday,05,12:59,SATURNO,ARIADNA,ORBIT JET,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3570,2016-04-05,04,Tuesday,05,18:06,SATURNO,ARIADNA,FALCON,VECINO DEL PLANETA,PAREJA,30-40,N/A
3560,2016-04-05,04,Tuesday,05,13:47,SATURNO,SIMONA,EAGLE,WEBSITE 5.0,MUJER SOLA,40+,N/A
3557,2016-04-05,04,Tuesday,05,11:26,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,PAREJA,40+,N/A
3568,2016-04-05,04,Tuesday,05,17:54,SATURNO,COLETTE,DESTINY,REFERIDO,HOMBRE SOLO,20-30,N/A
3583,2016-04-06,04,Wednesday,06,14:56,SATURNO,SARAHI FERNANDEZ,ICARUS,PASA POR PLANETA-NO VECINO,HOMBRE SOLO,30-40,N/A
3581,2016-04-06,04,Wednesday,06,14:07,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3577,2016-04-06,04,Wednesday,06,10:06,SATURNO,RONALD,SERENITY,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3588,2016-04-07,04,Thursday,07,09:24,SATURNO,CORA,FALCON,PASA POR PLANETA-NO VECINO,HOMBRE SOLO,30-40,N/A
3589,2016-04-07,04,Thursday,07,09:30,SATURNO,CORA,FALCON,PASA POR PLANETA-NO VECINO,MUJER SOLA,30-40,N/A
3601,2016-04-07,04,Thursday,07,16:40,SATURNO,CORA,FALCON,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
3587,2016-04-07,04,Thursday,07,09:09,SATURNO,CORA,DESTINY,RADIO SUPERSONICA,PAREJA,40+,N/A
3607,2016-04-07,04,Thursday,07,19:26,SATURNO,JORDAN,DESTINY,VECINO DEL PLANETA,PAREJA,40+,N/A
3609,2016-04-07,04,Thursday,07,19:59,SATURNO,LOUIS,FALCON,WEBSITE 5.0,GRUPO FAMILIAR,40+,N/A
3596,2016-04-07,04,Thursday,07,13:09,SATURNO,RONALD,ATLANTIS,PASA POR PLANETA-NO VECINO,HOMBRE SOLO,30-40,N/A
3608,2016-04-07,04,Thursday,07,19:32,SATURNO,RONALD,FALCON,REFERIDO,GRUPO FAMILIAR,30-40,N/A
3612,2016-04-07,04,Thursday,07,20:49,SATURNO,COLETTE,FALCON,CONTACTO VIRTUAL,HOMBRE SOLO,30-40,N/A
3593,2016-04-07,04,Thursday,07,12:04,SATURNO,COLETTE,DESTINY,VECINO DEL PLANETA,PAREJA,30-40,N/A
3605,2016-04-07,04,Thursday,07,18:50,SATURNO,COLETTE,DESTINY,EMAIL,HOMBRE SOLO,30-40,N/A
3632,2016-04-08,04,Friday,08,18:39,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,PAREJA,40+,N/A
3620,2016-04-08,04,Friday,08,12:14,SATURNO,JORDAN,ORBIT JET,CYBER VOLANTES,GRUPO FAMILIAR,30-40,N/A
3626,2016-04-08,04,Friday,08,16:05,SATURNO,ARIADNA,FALCON,VECINO DEL PLANETA,GRUPO FAMILIAR,40+,N/A
3622,2016-04-08,04,Friday,08,13:56,SATURNO,ARIADNA,ATLANTIS,PASA POR PLANETA-NO VECINO,HOMBRE SOLO,40+,N/A
3617,2016-04-08,04,Friday,08,10:50,SATURNO,ARIADNA,ATLANTIS,RADIO SUPERSONICA,GRUPO FAMILIAR,40+,N/A
3656,2016-04-09,04,Saturday,09,16:55,SATURNO,CORA,DESTINY,VECINO DEL PLANETA,MUJER SOLA,40+,N/A
3655,2016-04-09,04,Saturday,09,16:55,SATURNO,CORA,DESTINY,VECINO DEL PLANETA,MUJER SOLA,40+,N/A
3638,2016-04-09,04,Saturday,09,11:59,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3652,2016-04-09,04,Saturday,09,16:23,SATURNO,CORA,ORBIT JET,VECINO DEL PLANETA,PAREJA,40+,N/A
3653,2016-04-09,04,Saturday,09,16:27,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,GRUPO FAMILIAR,20-30,N/A
3642,2016-04-09,04,Saturday,09,13:53,SATURNO,SIMONA,ATLANTIS,REFERIDO,PAREJA,30-40,N/A
3641,2016-04-09,04,Saturday,09,13:22,SATURNO,COLETTE,ATLANTIS,VECINO DEL PLANETA,GRUPO FAMILIAR,20-30,N/A
3661,2016-04-10,04,Sunday,10,11:28,SATURNO,CORA,ORBIT JET,WEBSITE 5.0,PAREJA,40+,N/A
3666,2016-04-10,04,Sunday,10,13:47,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,PAREJA,30-40,N/A
3670,2016-04-10,04,Sunday,10,15:39,SATURNO,SIMONA,ORION,VECINO DEL PLANETA,GRUPO FAMILIAR,40+,N/A
3659,2016-04-10,04,Sunday,10,11:07,SATURNO,SIMONA,FALCON,REFERIDO,HOMBRE SOLO,30-40,N/A
3674,2016-04-10,04,Sunday,10,16:25,SATURNO,SIMONA,FALCON,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3665,2016-04-10,04,Sunday,10,13:47,SATURNO,COLETTE,ORBIT JET,VECINO DEL PLANETA,PAREJA,30-40,N/A
3660,2016-04-10,04,Sunday,10,11:24,SATURNO,COLETTE,ICARUS,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3677,2016-04-11,04,Monday,11,10:27,SATURNO,LOUIS,ATLANTIS,VECINO DEL PLANETA,PAREJA,30-40,N/A
3682,2016-04-11,04,Monday,11,12:52,SATURNO,LOUIS,FALCON,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3683,2016-04-11,04,Monday,11,12:56,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,PAREJA,30-40,N/A
3685,2016-04-11,04,Monday,11,13:55,SATURNO,SARAHI FERNANDEZ,ATLANTIS,VECINO DEL PLANETA,MUJER SOLA,20-30,N/A
3680,2016-04-11,04,Monday,11,11:48,SATURNO,RONALD,FALCON,PASA POR PLANETA-NO VECINO,HOMBRE SOLO,30-40,N/A
3686,2016-04-11,04,Monday,11,17:45,SATURNO,RONALD,ORION,WEBSITE 5.0,HOMBRE SOLO,40+,N/A
3687,2016-04-11,04,Monday,11,18:55,SATURNO,COLETTE,ATLANTIS,CLIENTE ANTIGUO,PAREJA,40+,N/A
3693,2016-04-12,04,Tuesday,12,11:09,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,PAREJA,40+,N/A
3699,2016-04-12,04,Tuesday,12,15:05,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,PAREJA,30-40,N/A
3694,2016-04-12,04,Tuesday,12,11:48,SATURNO,JORDAN,FALCON,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3697,2016-04-12,04,Tuesday,12,12:35,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,GRUPO FAMILIAR,30-40,N/A
3695,2016-04-12,04,Tuesday,12,12:06,SATURNO,ARIADNA,ANDROMEDA,VECINO DEL PLANETA,HOMBRE SOLO,20-30,N/A
3698,2016-04-12,04,Tuesday,12,13:52,SATURNO,ARIADNA,FALCON,REFERIDO,HOMBRE SOLO,30-40,N/A
3696,2016-04-12,04,Tuesday,12,12:25,SATURNO,ARIADNA,FALCON,OTRAS REDES SOCIALES,HOMBRE SOLO,40+,N/A
3706,2016-04-13,04,Wednesday,13,08:30,SATURNO,CORA,FALCON,VECINO DEL PLANETA,MUJER SOLA,30-40,N/A
3714,2016-04-13,04,Wednesday,13,17:05,SATURNO,LOUIS,ICARUS,OTRAS REDES SOCIALES,HOMBRE SOLO,30-40,N/A
3709,2016-04-13,04,Wednesday,13,11:31,SATURNO,LOUIS,FALCON,PASA POR PLANETA-NO VECINO,MUJER SOLA,40+,N/A
3713,2016-04-13,04,Wednesday,13,16:49,SATURNO,COLETTE,FALCON,CLIENTE ANTIGUO,PAREJA,40+,N/A
3728,2016-04-14,04,Thursday,14,15:26,SATURNO,JORDAN,EAGLE,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3734,2016-04-14,04,Thursday,14,18:35,SATURNO,JORDAN,FALCON,EMAIL,PAREJA,20-30,N/A
3729,2016-04-14,04,Thursday,14,16:01,SATURNO,JORDAN,EAGLE,CYBER VOLANTES,MUJER SOLA,30-40,N/A
3724,2016-04-14,04,Thursday,14,14:34,SATURNO,JORDAN,DESTINY,CYBER VOLANTES,GRUPO FAMILIAR,30-40,N/A
3730,2016-04-14,04,Thursday,14,16:32,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3776,2016-04-15,04,Friday,15,18:32,SATURNO,CORA,FALCON,VECINO DEL PLANETA,PAREJA,30-40,N/A
3767,2016-04-15,04,Friday,15,13:24,SATURNO,ARIADNA,ANDROMEDA,ATOMIC TV,PAREJA,30-40,N/A
3745,2016-04-15,04,Friday,15,10:33,SATURNO,ARIADNA,DESTINY,PASA POR PLANETA-NO VECINO,MUJER SOLA,30-40,N/A
3756,2016-04-15,04,Friday,15,11:56,SATURNO,SIMONA,FALCON,VECINO DEL PLANETA,PAREJA,30-40,N/A
3746,2016-04-15,04,Friday,15,10:34,SATURNO,SIMONA,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3760,2016-04-15,04,Friday,15,12:39,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
3741,2016-04-15,04,Friday,15,10:22,SATURNO,COLETTE,ICARUS,CONTACTO VIRTUAL,HOMBRE SOLO,30-40,N/A
3748,2016-04-15,04,Friday,15,10:56,SATURNO,COLETTE,FALCON,WEBSITE 5.0,HOMBRE SOLO,20-30,N/A
3738,2016-04-15,04,Friday,15,10:20,SATURNO,COLETTE,ICARUS,CONTACTO VIRTUAL,HOMBRE SOLO,30-40,N/A
3769,2016-04-15,04,Friday,15,13:54,SATURNO,COLETTE,ICARUS,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3806,2016-04-16,04,Saturday,16,16:46,SATURNO,CORA,ORBIT JET,VECINO DEL PLANETA,PAREJA,40+,N/A
3784,2016-04-16,04,Saturday,16,12:14,SATURNO,CORA,FALCON,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3795,2016-04-16,04,Saturday,16,14:55,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3803,2016-04-16,04,Saturday,16,15:53,SATURNO,CORA,PLANET EXPRESS,PASA POR PLANETA-NO VECINO,HOMBRE SOLO,40+,N/A
3787,2016-04-16,04,Saturday,16,13:01,SATURNO,RONALD,ANDROMEDA,VECINO DEL PLANETA,PAREJA,30-40,N/A
3786,2016-04-16,04,Saturday,16,12:28,SATURNO,RONALD,ORBIT JET,MALL LUNAR,HOMBRE SOLO,20-30,N/A
3861,2016-04-18,04,Monday,18,15:18,SATURNO,ARIADNA,ORBIT JET,WEBSITE 5.0,PAREJA,30-40,N/A
3863,2016-04-18,04,Monday,18,16:06,SATURNO,ARIADNA,ATLANTIS,MALL LUNAR,HOMBRE SOLO,20-30,N/A
3852,2016-04-18,04,Monday,18,12:16,SATURNO,ARIADNA,FALCON,WEBSITE 5.0,HOMBRE SOLO,30-40,N/A
3884,2016-04-19,04,Tuesday,19,12:33,SATURNO,SIMONA,DESTINY,REFERIDO,MUJER SOLA,20-30,N/A
3958,2016-04-21,04,Thursday,21,18:47,SATURNO,CORA,DESTINY,WEBSITE 5.0,MUJER SOLA,40+,N/A
3949,2016-04-21,04,Thursday,21,13:11,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3937,2016-04-21,04,Thursday,21,10:43,SATURNO,ARIADNA,SERENITY,CONTACTO VIRTUAL,HOMBRE SOLO,30-40,N/A
3944,2016-04-21,04,Thursday,21,11:08,SATURNO,RONALD,ANDROMEDA,OTRAS REDES SOCIALES,MUJER SOLA,20-30,N/A
3947,2016-04-21,04,Thursday,21,11:36,SATURNO,RONALD,ANDROMEDA,WEBSITE 5.0,MUJER SOLA,20-30,N/A
3965,2016-04-22,04,Friday,22,15:49,SATURNO,CORA,FALCON,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3966,2016-04-22,04,Friday,22,17:29,SATURNO,ARIADNA,FALCON,VECINO DEL PLANETA,PAREJA,30-40,N/A
3980,2016-04-23,04,Saturday,23,12:49,SATURNO,CORA,ORBIT JET,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3996,2016-04-23,04,Saturday,23,17:24,SATURNO,CORA,ORBIT JET,VECINO DEL PLANETA,PAREJA,40+,N/A
3972,2016-04-23,04,Saturday,23,09:20,SATURNO,JORDAN,PLANET EXPRESS,CONTACTO VIRTUAL,MUJER SOLA,20-30,N/A
3968,2016-04-23,04,Saturday,23,08:55,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3973,2016-04-23,04,Saturday,23,09:42,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,20-30,N/A
3969,2016-04-23,04,Saturday,23,09:11,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3982,2016-04-23,04,Saturday,23,13:29,SATURNO,JORDAN,FALCON,CYBER VOLANTES,PAREJA,40+,N/A
3975,2016-04-23,04,Saturday,23,11:41,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,GRUPO FAMILIAR,30-40,N/A
3967,2016-04-23,04,Saturday,23,08:21,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3988,2016-04-23,04,Saturday,23,15:16,SATURNO,LOUIS,ATLANTIS,REFERIDO,GRUPO FAMILIAR,20-30,N/A
3978,2016-04-23,04,Saturday,23,12:16,SATURNO,LOUIS,ICARUS,PASA POR PLANETA-NO VECINO,MUJER SOLA,30-40,N/A
3998,2016-04-23,04,Saturday,23,18:36,SATURNO,SIMONA,ORBIT JET,VECINO DEL PLANETA,PAREJA,30-40,N/A
3992,2016-04-23,04,Saturday,23,16:33,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,PAREJA,30-40,N/A
3977,2016-04-23,04,Saturday,23,12:13,SATURNO,SIMONA,PLANET EXPRESS,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3976,2016-04-23,04,Saturday,23,12:04,SATURNO,RONALD,ATLANTIS,MALL LUNAR,MUJER SOLA,30-40,N/A
4011,2016-04-24,04,Sunday,24,15:34,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,GRUPO FAMILIAR,40+,N/A
4003,2016-04-24,04,Sunday,24,12:18,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,PAREJA,30-40,N/A
4004,2016-04-24,04,Sunday,24,12:54,SATURNO,SIMONA,ORBIT JET,VECINO DEL PLANETA,PAREJA,30-40,N/A
4023,2016-04-25,04,Monday,25,10:16,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,MUJER SOLA,40+,N/A
4035,2016-04-25,04,Monday,25,12:44,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,PAREJA,40+,N/A
4051,2016-04-25,04,Monday,25,17:50,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,HOMBRE SOLO,20-30,N/A
4020,2016-04-25,04,Monday,25,07:34,SATURNO,JORDAN,DESTINY,CYBER VOLANTES,MUJER SOLA,40+,N/A
4028,2016-04-25,04,Monday,25,11:46,SATURNO,LOUIS,ATLANTIS,CLIENTE ANTIGUO,PAREJA,40+,N/A
4046,2016-04-25,04,Monday,25,16:23,SATURNO,LOUIS,ATLANTIS,OTRAS REDES SOCIALES,GRUPO FAMILIAR,30-40,N/A
4033,2016-04-25,04,Monday,25,12:18,SATURNO,RONALD,ATLANTIS,MALL LUNAR,HOMBRE SOLO,30-40,N/A
4070,2016-04-26,04,Tuesday,26,14:34,SATURNO,CORA,ANDROMEDA,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
4058,2016-04-26,04,Tuesday,26,10:58,SATURNO,ARIADNA,ICARUS,MALL LUNAR,MUJER SOLA,40+,N/A
4090,2016-04-26,04,Tuesday,26,16:56,SATURNO,ARIADNA,ATLANTIS,MALL LUNAR,MUJER SOLA,30-40,N/A
4095,2016-04-26,04,Tuesday,26,17:17,SATURNO,ARIADNA,ICARUS,MALL LUNAR,MUJER SOLA,30-40,N/A
4056,2016-04-26,04,Tuesday,26,10:51,SATURNO,ARIADNA,ANDROMEDA,MALL LUNAR,HOMBRE SOLO,20-30,N/A
4092,2016-04-26,04,Tuesday,26,16:58,SATURNO,ARIADNA,ATLANTIS,MALL LUNAR,HOMBRE SOLO,30-40,N/A
4098,2016-04-26,04,Tuesday,26,17:40,SATURNO,ARIADNA,ICARUS,VECINO DEL PLANETA,PAREJA,20-30,N/A
4057,2016-04-26,04,Tuesday,26,10:55,SATURNO,ARIADNA,FALCON,MALL LUNAR,HOMBRE SOLO,30-40,N/A
4088,2016-04-26,04,Tuesday,26,16:44,SATURNO,ARIADNA,ICARUS,MALL LUNAR,HOMBRE SOLO,30-40,N/A
4093,2016-04-26,04,Tuesday,26,17:00,SATURNO,ARIADNA,ATLANTIS,MALL LUNAR,MUJER SOLA,30-40,N/A
4103,2016-04-27,04,Wednesday,27,10:03,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,PAREJA,40+,N/A
