id,fecha,mes,dia_semana,dia,hora,sala,vendedor,item,motivo,demografico,edad,probabilidad_negocio
2738,2016-02-19,02,Friday,19,15:13,SATURNO,ARIADNA,ORBIT JET,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
2778,2016-02-20,02,Saturday,20,16:49,SATURNO,CORA,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
2753,2016-02-20,02,Saturday,20,11:02,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,PAREJA,30-40,N/A
2780,2016-02-20,02,Saturday,20,18:11,SATURNO,CORA,DESTINY,CYBER VOLANTES,GRUPO FAMILIAR,40+,N/A
2776,2016-02-20,02,Saturday,20,16:12,SATURNO,ABIGAIL,DESTINY,PASA POR PLANETA-NO VECINO,MUJER SOLA,30-40,N/A
2762,2016-02-20,02,Saturday,20,12:37,SATURNO,ABIGAIL,ORBIT JET,CYBER VOLANTES,PAREJA,30-40,N/A
2765,2016-02-20,02,Saturday,20,13:34,SATURNO,ARIADNA,ANDROMEDA,VECINO DEL PLANETA,PAREJA,30-40,N/A
2770,2016-02-20,02,Saturday,20,15:12,SATURNO,ARIADNA,DESTINY,TALLER 3D,PAREJA,20-30,N/A
2777,2016-02-20,02,Saturday,20,16:26,SATURNO,ARIADNA,ATLANTIS,VECINO DEL PLANETA,PAREJA,40+,N/A
2781,2016-02-20,02,Saturday,20,18:13,SATURNO,ARIADNA,ATLANTIS,ATOMIC TV,PAREJA,30-40,N/A
2771,2016-02-20,02,Saturday,20,15:23,SATURNO,COLETTE,ATLANTIS,VECINO DEL PLANETA,PAREJA,30-40,N/A
2759,2016-02-20,02,Saturday,20,12:21,SATURNO,COLETTE,ORION,TALLER 3D,PAREJA,30-40,N/A
2791,2016-02-21,02,Sunday,21,13:31,SATURNO,CORA,ORION,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
2794,2016-02-21,02,Sunday,21,13:35,SATURNO,CORA,ANDROMEDA,VECINO DEL PLANETA,GRUPO FAMILIAR,40+,N/A
2798,2016-02-21,02,Sunday,21,14:15,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,MUJER SOLA,40+,N/A
2788,2016-02-21,02,Sunday,21,13:13,SATURNO,CORA,ORBIT JET,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
2796,2016-02-21,02,Sunday,21,13:40,SATURNO,ARIADNA,ICARUS,VECINO DEL PLANETA,PAREJA,30-40,N/A
2784,2016-02-21,02,Sunday,21,12:34,SATURNO,ARIADNA,ORBIT JET,VECINO DEL PLANETA,MUJER SOLA,30-40,N/A
2806,2016-02-21,02,Sunday,21,16:06,SATURNO,ARIADNA,DESTINY,CYBER VOLANTES,PAREJA,30-40,N/A
2810,2016-02-21,02,Sunday,21,16:37,SATURNO,ARIADNA,ATLANTIS,VECINO DEL PLANETA,MUJER SOLA,30-40,N/A
2795,2016-02-21,02,Sunday,21,13:40,SATURNO,ARIADNA,ICARUS,VECINO DEL PLANETA,PAREJA,30-40,N/A
2802,2016-02-21,02,Sunday,21,15:14,SATURNO,ARIADNA,ICARUS,PASA POR PLANETA-NO VECINO,PAREJA,30-40,N/A
2826,2016-02-22,02,Monday,22,17:35,SATURNO,JORDAN,ORBIT JET,CYBER VOLANTES,PAREJA,40+,N/A
2818,2016-02-22,02,Monday,22,13:21,SATURNO,ARIADNA,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
2830,2016-02-22,02,Monday,22,18:29,SATURNO,RONALD,ICARUS,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
2813,2016-02-22,02,Monday,22,11:22,SATURNO,RONALD,DESTINY,PASA POR PLANETA-NO VECINO,MUJER SOLA,30-40,N/A
2834,2016-02-22,02,Monday,22,19:46,SATURNO,RONALD,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
2828,2016-02-22,02,Monday,22,18:20,SATURNO,RONALD,ICARUS,VECINO DEL PLANETA,MUJER SOLA,20-30,N/A
2831,2016-02-22,02,Monday,22,18:34,SATURNO,RONALD,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,20-30,N/A
2829,2016-02-22,02,Monday,22,18:25,SATURNO,RONALD,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
2832,2016-02-22,02,Monday,22,18:51,SATURNO,RONALD,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
2827,2016-02-22,02,Monday,22,18:14,SATURNO,RONALD,ICARUS,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
2821,2016-02-22,02,Monday,22,14:45,SATURNO,COLETTE,ATLANTIS,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
2817,2016-02-22,02,Monday,22,12:56,SATURNO,COLETTE,ICARUS,PASA POR PLANETA-NO VECINO,HOMBRE SOLO,20-30,N/A
2854,2016-02-23,02,Tuesday,23,18:05,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
2837,2016-02-23,02,Tuesday,23,11:55,SATURNO,CORA,EAGLE,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
2845,2016-02-23,02,Tuesday,23,13:21,SATURNO,LOUIS,DESTINY,OTRAS REDES SOCIALES,PAREJA,30-40,N/A
2847,2016-02-23,02,Tuesday,23,14:02,SATURNO,RONALD,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
2848,2016-02-23,02,Tuesday,23,14:41,SATURNO,RONALD,DESTINY,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
2867,2016-02-24,02,Wednesday,24,15:27,SATURNO,COLETTE,DESTINY,EMAIL,HOMBRE SOLO,40+,N/A
2868,2016-02-24,02,Wednesday,24,16:06,SATURNO,COLETTE,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
2882,2016-02-25,02,Thursday,25,14:09,SATURNO,CORA,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
2877,2016-02-25,02,Thursday,25,10:59,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,MUJER SOLA,30-40,N/A
2879,2016-02-25,02,Thursday,25,12:00,SATURNO,CORA,EAGLE,PASA POR PLANETA-NO VECINO,HOMBRE SOLO,30-40,N/A
2878,2016-02-25,02,Thursday,25,11:43,SATURNO,JORDAN,ORION,CYBER VOLANTES,PAREJA,30-40,N/A
2887,2016-02-25,02,Thursday,25,18:10,SATURNO,LOUIS,DESTINY,OTRAS REDES SOCIALES,HOMBRE SOLO,30-40,N/A
2880,2016-02-25,02,Thursday,25,12:00,SATURNO,RONALD,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
2885,2016-02-25,02,Thursday,25,16:10,SATURNO,RONALD,ATLANTIS,REFERIDO,PAREJA,40+,N/A
2886,2016-02-25,02,Thursday,25,17:28,SATURNO,RONALD,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
2881,2016-02-25,02,Thursday,25,12:14,SATURNO,COLETTE,DESTINY,EMAIL,HOMBRE SOLO,30-40,N/A
2901,2016-02-26,02,Friday,26,16:56,SATURNO,ARIADNA,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
2897,2016-02-26,02,Friday,26,15:38,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,20-30,N/A
2912,2016-02-27,02,Saturday,27,13:18,SATURNO,CORA,ORBIT JET,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
2909,2016-02-27,02,Saturday,27,12:40,SATURNO,ABIGAIL,DESTINY,CYBER VOLANTES,PAREJA,30-40,N/A
2916,2016-02-27,02,Saturday,27,14:45,SATURNO,ARIADNA,ATLANTIS,PASA POR PLANETA-NO VECINO,GRUPO FAMILIAR,30-40,N/A
2926,2016-02-27,02,Saturday,27,17:08,SATURNO,ARIADNA,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
2919,2016-02-27,02,Saturday,27,15:20,SATURNO,ARIADNA,ANDROMEDA,VECINO DEL PLANETA,PAREJA,40+,N/A
2908,2016-02-27,02,Saturday,27,12:22,SATURNO,ARIADNA,DESTINY,PASA POR PLANETA-NO VECINO,PAREJA,30-40,N/A
2905,2016-02-27,02,Saturday,27,10:42,SATURNO,SIMONA,ORBIT JET,TALLER 3D,HOMBRE SOLO,30-40,N/A
2927,2016-02-27,02,Saturday,27,17:51,SATURNO,SIMONA,ICARUS,VECINO DEL PLANETA,PAREJA,20-30,N/A
2925,2016-02-27,02,Saturday,27,17:06,SATURNO,COLETTE,DESTINY,NAVES USADAS,GRUPO FAMILIAR,40+,N/A
2914,2016-02-27,02,Saturday,27,13:39,SATURNO,COLETTE,ICARUS,WEBSITE 5.0,GRUPO FAMILIAR,40+,N/A
2934,2016-02-28,02,Sunday,28,09:56,SATURNO,JORDAN,DESTINY,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
2929,2016-02-28,02,Sunday,28,08:10,SATURNO,JORDAN,ORBIT JET,CYBER VOLANTES,PAREJA,30-40,N/A
2932,2016-02-28,02,Sunday,28,09:13,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
2935,2016-02-28,02,Sunday,28,10:05,SATURNO,JORDAN,DESTINY,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
2930,2016-02-28,02,Sunday,28,08:21,SATURNO,JORDAN,ORBIT JET,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
2933,2016-02-28,02,Sunday,28,09:47,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,20-30,N/A
2936,2016-02-28,02,Sunday,28,10:15,SATURNO,JORDAN,ORION,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
2931,2016-02-28,02,Sunday,28,09:04,SATURNO,JORDAN,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,40+,N/A
2956,2016-02-28,02,Sunday,28,16:39,SATURNO,LOUIS,ANDROMEDA,NAVES USADAS,HOMBRE SOLO,30-40,N/A
2944,2016-02-28,02,Sunday,28,14:33,SATURNO,SIMONA,ANDROMEDA,VECINO DEL PLANETA,MUJER SOLA,30-40,N/A
2950,2016-02-28,02,Sunday,28,16:09,SATURNO,SIMONA,ICARUS,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
2945,2016-02-28,02,Sunday,28,14:39,SATURNO,SIMONA,ORBIT JET,CYBER VOLANTES,PAREJA,30-40,N/A
2941,2016-02-28,02,Sunday,28,11:58,SATURNO,COLETTE,ICARUS,PASA POR PLANETA-NO VECINO,MUJER SOLA,40+,N/A
2948,2016-02-28,02,Sunday,28,15:30,SATURNO,COLETTE,ATLANTIS,REFERIDO,PAREJA,30-40,N/A
2971,2016-02-29,02,Monday,29,13:25,SATURNO,CORA,ATLANTIS,PASA POR PLANETA-NO VECINO,PAREJA,30-40,N/A
2960,2016-02-29,02,Monday,29,07:26,SATURNO,JORDAN,ORBIT JET,CYBER VOLANTES,PAREJA,30-40,N/A
2972,2016-02-29,02,Monday,29,14:33,SATURNO,JORDAN,PLANET EXPRESS,CYBER VOLANTES,MUJER SOLA,20-30,N/A
2961,2016-02-29,02,Monday,29,07:34,SATURNO,JORDAN,DESTINY,CYBER VOLANTES,PAREJA,30-40,N/A
2978,2016-02-29,02,Monday,29,16:00,SATURNO,RONALD,ICARUS,VECINO DEL PLANETA,PAREJA,30-40,N/A
2994,2016-03-01,03,Tuesday,01,14:35,SATURNO,LOUIS,ICARUS,REFERIDO,HOMBRE SOLO,20-30,N/A
2990,2016-03-01,03,Tuesday,01,10:18,SATURNO,COLETTE,ATLANTIS,VECINO DEL PLANETA,GRUPO FAMILIAR,40+,N/A
3020,2016-03-02,03,Wednesday,02,15:02,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3025,2016-03-02,03,Wednesday,02,17:10,SATURNO,CORA,ICARUS,PASA POR PLANETA-NO VECINO,MUJER SOLA,30-40,N/A
3021,2016-03-02,03,Wednesday,02,15:26,SATURNO,JORDAN,DESTINY,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3022,2016-03-02,03,Wednesday,02,16:21,SATURNO,JORDAN,DESTINY,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3032,2016-03-03,03,Thursday,03,11:39,SATURNO,JORDAN,ORBIT JET,CYBER VOLANTES,HOMBRE SOLO,40+,N/A
3030,2016-03-03,03,Thursday,03,10:45,SATURNO,LOUIS,EAGLE,REFERIDO,MUJER SOLA,30-40,N/A
3043,2016-03-03,03,Thursday,03,16:10,SATURNO,RONALD,ICARUS,VECINO DEL PLANETA,PAREJA,20-30,N/A
3037,2016-03-03,03,Thursday,03,14:52,SATURNO,COLETTE,ICARUS,VECINO DEL PLANETA,GRUPO FAMILIAR,40+,N/A
3056,2016-03-04,03,Friday,04,16:07,SATURNO,CORA,ICARUS,WEBSITE 5.0,HOMBRE SOLO,30-40,N/A
3059,2016-03-04,03,Friday,04,17:12,SATURNO,ARIADNA,DESTINY,VECINO DEL PLANETA,PAREJA,30-40,N/A
3050,2016-03-04,03,Friday,04,13:18,SATURNO,SIMONA,ATLANTIS,VECINO DEL PLANETA,PAREJA,30-40,N/A
3052,2016-03-04,03,Friday,04,13:48,SATURNO,SIMONA,ATLANTIS,VECINO DEL PLANETA,PAREJA,30-40,N/A
3093,2016-03-05,03,Saturday,05,17:06,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3079,2016-03-05,03,Saturday,05,13:43,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3094,2016-03-05,03,Saturday,05,17:11,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3083,2016-03-05,03,Saturday,05,14:39,SATURNO,CORA,ICARUS,REFERIDO,HOMBRE SOLO,30-40,N/A
3091,2016-03-05,03,Saturday,05,16:04,SATURNO,CORA,DESTINY,WEBSITE 5.0,PAREJA,20-30,N/A
3062,2016-03-05,03,Saturday,05,09:56,SATURNO,ARIADNA,ORBIT JET,VECINO DEL PLANETA,GRUPO FAMILIAR,40+,N/A
3063,2016-03-05,03,Saturday,05,11:20,SATURNO,ARIADNA,DESTINY,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3078,2016-03-05,03,Saturday,05,13:41,SATURNO,RONALD,DESTINY,CYBER VOLANTES,HOMBRE SOLO,40+,N/A
3087,2016-03-05,03,Saturday,05,15:35,SATURNO,RONALD,ORBIT JET,VECINO DEL PLANETA,PAREJA,30-40,N/A
3067,2016-03-05,03,Saturday,05,12:30,SATURNO,RONALD,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,20-30,N/A
3088,2016-03-05,03,Saturday,05,15:35,SATURNO,RONALD,EAGLE,VECINO DEL PLANETA,PAREJA,30-40,N/A
3069,2016-03-05,03,Saturday,05,13:04,SATURNO,RONALD,ICARUS,MENSAJE SMART PHONE,MUJER SOLA,20-30,N/A
3097,2016-03-06,03,Sunday,06,12:11,SATURNO,RONALD,ATLANTIS,VECINO DEL PLANETA,PAREJA,30-40,N/A
3103,2016-03-06,03,Sunday,06,13:40,SATURNO,RONALD,ATLANTIS,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3114,2016-03-07,03,Monday,07,11:02,SATURNO,ALESIO,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3113,2016-03-07,03,Monday,07,11:01,SATURNO,ALESIO,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3131,2016-03-07,03,Monday,07,18:48,SATURNO,SIMONA,ICARUS,VECINO DEL PLANETA,MUJER SOLA,30-40,N/A
3118,2016-03-07,03,Monday,07,13:33,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3116,2016-03-07,03,Monday,07,12:36,SATURNO,RONALD,DESTINY,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3125,2016-03-07,03,Monday,07,17:13,SATURNO,RONALD,DESTINY,EVENTO CIAS GALAXIA,MUJER SOLA,30-40,N/A
3119,2016-03-07,03,Monday,07,14:25,SATURNO,COLETTE,ANDROMEDA,VALLA INTERGALACTICA,HOMBRE SOLO,40+,N/A
3134,2016-03-08,03,Tuesday,08,11:56,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,MUJER SOLA,30-40,N/A
3139,2016-03-08,03,Tuesday,08,15:45,SATURNO,COLETTE,DESTINY,WEBSITE 5.0,HOMBRE SOLO,20-30,N/A
3156,2016-03-09,03,Wednesday,09,18:07,SATURNO,ARIADNA,ORBIT JET,VECINO DEL PLANETA,PAREJA,30-40,N/A
3153,2016-03-09,03,Wednesday,09,16:57,SATURNO,RONALD,DESTINY,CLIENTE ANTIGUO,MUJER SOLA,30-40,N/A
3144,2016-03-09,03,Wednesday,09,11:21,SATURNO,COLETTE,DESTINY,MALL LUNAR,HOMBRE SOLO,40+,N/A
3162,2016-03-10,03,Thursday,10,12:27,SATURNO,CORA,SERENITY,VECINO DEL PLANETA,PAREJA,40+,N/A
3173,2016-03-10,03,Thursday,10,17:31,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3161,2016-03-10,03,Thursday,10,12:03,SATURNO,ARIADNA,DESTINY,ATOMIC TV,PAREJA,40+,N/A
3168,2016-03-10,03,Thursday,10,16:05,SATURNO,RONALD,DESTINY,MALL LUNAR,HOMBRE SOLO,30-40,N/A
3171,2016-03-10,03,Thursday,10,17:14,SATURNO,RONALD,DESTINY,MALL LUNAR,PAREJA,30-40,N/A
3169,2016-03-10,03,Thursday,10,16:21,SATURNO,RONALD,DESTINY,MALL LUNAR,MUJER SOLA,30-40,N/A
3172,2016-03-10,03,Thursday,10,17:23,SATURNO,RONALD,DESTINY,MALL LUNAR,HOMBRE SOLO,40+,N/A
3170,2016-03-10,03,Thursday,10,16:24,SATURNO,RONALD,DESTINY,MALL LUNAR,HOMBRE SOLO,30-40,N/A
3177,2016-03-11,03,Friday,11,11:31,SATURNO,CORA,SKY SHIP,PASA POR PLANETA-NO VECINO,HOMBRE SOLO,30-40,N/A
3179,2016-03-11,03,Friday,11,11:51,SATURNO,COLETTE,ICARUS,REFERIDO,PAREJA,40+,N/A
3182,2016-03-11,03,Friday,11,16:26,SATURNO,COLETTE,ICARUS,PASA POR PLANETA-NO VECINO,PAREJA,40+,N/A
3178,2016-03-11,03,Friday,11,11:40,SATURNO,COLETTE,DESTINY,CLIENTE ANTIGUO,HOMBRE SOLO,40+,N/A
3203,2016-03-12,03,Saturday,12,16:20,SATURNO,LOUIS,DESTINY,PASA POR PLANETA-NO VECINO,HOMBRE SOLO,20-30,N/A
3186,2016-03-12,03,Saturday,12,11:38,SATURNO,ARIADNA,ICARUS,WEBSITE 5.0,HOMBRE SOLO,30-40,N/A
3192,2016-03-12,03,Saturday,12,13:03,SATURNO,ARIADNA,ORBIT JET,MALL LUNAR,HOMBRE SOLO,40+,N/A
3187,2016-03-12,03,Saturday,12,11:43,SATURNO,SIMONA,ICARUS,VECINO DEL PLANETA,MUJER SOLA,30-40,N/A
3193,2016-03-12,03,Saturday,12,13:44,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,30-40,N/A
3197,2016-03-12,03,Saturday,12,15:54,SATURNO,RONALD,DESTINY,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3207,2016-03-12,03,Saturday,12,18:29,SATURNO,RONALD,ICARUS,MALL LUNAR,HOMBRE SOLO,30-40,N/A
3199,2016-03-12,03,Saturday,12,16:05,SATURNO,RONALD,DESTINY,CYBER VOLANTES,HOMBRE SOLO,30-40,N/A
3185,2016-03-12,03,Saturday,12,11:38,SATURNO,RONALD,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3188,2016-03-12,03,Saturday,12,11:54,SATURNO,COLETTE,ICARUS,PASA POR PLANETA-NO VECINO,MUJER SOLA,40+,N/A
3210,2016-03-13,03,Sunday,13,11:07,SATURNO,JORDAN,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3223,2016-03-13,03,Sunday,13,13:37,SATURNO,JORDAN,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3218,2016-03-13,03,Sunday,13,13:24,SATURNO,JORDAN,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3231,2016-03-13,03,Sunday,13,15:18,SATURNO,JORDAN,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3221,2016-03-13,03,Sunday,13,13:31,SATURNO,SARAHI FERNANDEZ,EAGLE,EVENTO CIAS GALAXIA,HOMBRE SOLO,40+,N/A
3226,2016-03-13,03,Sunday,13,13:47,SATURNO,JORDAN,ORION,REFERIDO,GRUPO FAMILIAR,40+,N/A
3219,2016-03-13,03,Sunday,13,13:26,SATURNO,JORDAN,EAGLE,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3222,2016-03-13,03,Sunday,13,13:36,SATURNO,JORDAN,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3216,2016-03-13,03,Sunday,13,13:21,SATURNO,JORDAN,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3220,2016-03-13,03,Sunday,13,13:29,SATURNO,JORDAN,EAGLE,EVENTO CIAS GALAXIA,HOMBRE SOLO,40+,N/A
3232,2016-03-13,03,Sunday,13,15:33,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,PAREJA,30-40,N/A
3209,2016-03-13,03,Sunday,13,10:29,SATURNO,SIMONA,ICARUS,VECINO DEL PLANETA,GRUPO FAMILIAR,30-40,N/A
3213,2016-03-13,03,Sunday,13,12:55,SATURNO,RONALD,DESTINY,MALL LUNAR,GRUPO FAMILIAR,20-30,N/A
3229,2016-03-13,03,Sunday,13,14:39,SATURNO,RONALD,DESTINY,MALL LUNAR,MUJER SOLA,20-30,N/A
3233,2016-03-13,03,Sunday,13,15:41,SATURNO,COLETTE,ICARUS,REFERIDO,GRUPO FAMILIAR,30-40,N/A
3238,2016-03-14,03,Monday,14,06:56,SATURNO,JORDAN,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3241,2016-03-14,03,Monday,14,07:26,SATURNO,JORDAN,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3236,2016-03-14,03,Monday,14,06:27,SATURNO,JORDAN,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3239,2016-03-14,03,Monday,14,07:03,SATURNO,JORDAN,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3242,2016-03-14,03,Monday,14,07:36,SATURNO,JORDAN,EAGLE,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3237,2016-03-14,03,Monday,14,06:42,SATURNO,JORDAN,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3240,2016-03-14,03,Monday,14,07:13,SATURNO,JORDAN,PLANET EXPRESS,EVENTO CIAS GALAXIA,HOMBRE SOLO,30-40,N/A
3243,2016-03-14,03,Monday,14,07:43,SATURNO,JORDAN,DESTINY,EVENTO CIAS GALAXIA,GRUPO FAMILIAR,30-40,N/A
3250,2016-03-14,03,Monday,14,12:52,SATURNO,ARIADNA,ICARUS,VECINO DEL PLANETA,PAREJA,30-40,N/A
3248,2016-03-14,03,Monday,14,12:47,SATURNO,ARIADNA,ICARUS,VECINO DEL PLANETA,PAREJA,30-40,N/A
3249,2016-03-14,03,Monday,14,12:48,SATURNO,ARIADNA,ICARUS,VECINO DEL PLANETA,PAREJA,30-40,N/A
3277,2016-03-15,03,Tuesday,15,17:38,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
3270,2016-03-15,03,Tuesday,15,14:06,SATURNO,SIMONA,DESTINY,VECINO DEL PLANETA,GRUPO FAMILIAR,40+,N/A
3282,2016-03-15,03,Tuesday,15,22:38,SATURNO,RONALD,DESTINY,MALL LUNAR,PAREJA,30-40,N/A
3285,2016-03-15,03,Tuesday,15,22:45,SATURNO,RONALD,DESTINY,MALL LUNAR,PAREJA,30-40,N/A
3280,2016-03-15,03,Tuesday,15,22:36,SATURNO,RONALD,DESTINY,MALL LUNAR,PAREJA,30-40,N/A
3283,2016-03-15,03,Tuesday,15,22:40,SATURNO,RONALD,DESTINY,MALL LUNAR,PAREJA,30-40,N/A
3286,2016-03-15,03,Tuesday,15,22:46,SATURNO,RONALD,DESTINY,MALL LUNAR,PAREJA,30-40,N/A
3281,2016-03-15,03,Tuesday,15,22:37,SATURNO,RONALD,DESTINY,MALL LUNAR,PAREJA,30-40,N/A
3284,2016-03-15,03,Tuesday,15,22:41,SATURNO,RONALD,DESTINY,MALL LUNAR,PAREJA,30-40,N/A
3279,2016-03-15,03,Tuesday,15,22:35,SATURNO,RONALD,DESTINY,MALL LUNAR,PAREJA,30-40,N/A
3271,2016-03-15,03,Tuesday,15,14:15,SATURNO,COLETTE,DESTINY,WEBSITE 5.0,HOMBRE SOLO,40+,N/A
3268,2016-03-15,03,Tuesday,15,12:35,SATURNO,COLETTE,ICARUS,VECINO DEL PLANETA,PAREJA,30-40,N/A
3290,2016-03-16,03,Wednesday,16,14:28,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,PAREJA,30-40,N/A
3287,2016-03-16,03,Wednesday,16,10:30,SATURNO,CORA,ICARUS,VECINO DEL PLANETA,GRUPO FAMILIAR,20-30,N/A
3291,2016-03-16,03,Wednesday,16,14:28,SATURNO,ARIADNA,DESTINY,MALL LUNAR,MUJER SOLA,30-40,N/A
3288,2016-03-16,03,Wednesday,16,11:20,SATURNO,ARIADNA,ANDROMEDA,MALL LUNAR,HOMBRE SOLO,20-30,N/A
3294,2016-03-16,03,Wednesday,16,15:38,SATURNO,ARIADNA,DESTINY,MALL LUNAR,PAREJA,30-40,N/A
3308,2016-03-17,03,Thursday,17,15:31,SATURNO,CORA,ATLANTIS,VECINO DEL PLANETA,HOMBRE SOLO,20-30,N/A
3299,2016-03-17,03,Thursday,17,11:31,SATURNO,ARIADNA,DESTINY,MALL LUNAR,PAREJA,40+,N/A
3315,2016-03-17,03,Thursday,17,17:16,SATURNO,ARIADNA,ICARUS,CLIENTE ANTIGUO,MUJER SOLA,30-40,N/A
3311,2016-03-17,03,Thursday,17,16:37,SATURNO,SIMONA,EAGLE,VECINO DEL PLANETA,HOMBRE SOLO,40+,N/A
3298,2016-03-17,03,Thursday,17,10:19,SATURNO,RONALD,DESTINY,MALL LUNAR,HOMBRE SOLO,30-40,N/A
3322,2016-03-18,03,Friday,18,13:53,SATURNO,CORA,DESTINY,VECINO DEL PLANETA,GRUPO FAMILIAR,40+,N/A
3328,2016-03-18,03,Friday,18,17:39,SATURNO,ARIADNA,ATLANTIS,CYBER VOLANTES,PAREJA,30-40,N/A
3329,2016-03-18,03,Friday,18,18:09,SATURNO,ARIADNA,DESTINY,CLIENTE ANTIGUO,HOMBRE SOLO,40+,N/A
3348,2016-03-19,03,Saturday,19,17:01,SATURNO,ARIADNA,ICARUS,VECINO DEL PLANETA,PAREJA,30-40,N/A
